 ,Label,lumMean,lumSD,area,vsMean,vsSD,swMean,swSD,mwMean,mwSD,lwMean,lwSD,dblMean,dblSD
1210,305_Citrus_Dot,2435.121,383.827,4908,2625.193,339.661,2149.578,345.975,2689.329,421.083,2381.378,445.061,2435.121,383.827
1211,305_Citrus_Abdomen,7479.15,684.073,159635,3910.791,429.415,3969.062,576.115,6130.161,812.168,11971.536,1137.988,7479.15,684.073
1212,305_Citrus_AvLeaf,8317.705,1194.454,852024,2790.411,448.878,4532.202,562.793,9660.124,1329.219,7508.704,1272.241,8317.705,1194.454
1213,306_Citrus_Leaf,6851.609,825.907,1947093,2429.128,440.047,3750.985,535.148,8038.625,914.765,6083.744,844.493,6851.609,825.907
1214,306_Citrus_Pronotum,6295.078,703.96,58326,3299.66,383.39,3158.004,457.694,5237.458,699.621,10038.162,1124.401,6295.078,703.96
1215,306_Citrus_Dot,2495.905,279.83,4148,2723.3,267.224,2265.71,260.967,2783.959,322.804,2350.526,313.033,2495.905,279.83
1216,306_Citrus_Abdomen,7058.652,638.606,138055,3676.52,376.181,3824.763,462.259,6061.257,661.791,10731.659,1146.512,7058.652,638.606
1217,306_Citrus_AvLeaf,7095.317,918.176,773980,2525.393,398.274,3910.851,547.53,8298.524,1000.727,6329.258,971.057,7095.317,918.176
1218,307_Citrus_Leaf,8645.128,1304.244,1900781,3444.295,437.445,5195.909,748.44,9781.342,1429.1,8096.514,1331.436,8645.128,1304.244
1219,307_Citrus_Pronotum,7287.339,767.705,71370,3700.828,514.412,4431.71,620.138,7599.316,772.905,8148.209,1024.939,7287.339,767.705
1220,307_Citrus_Dot,2680.693,450.618,5694,2862.984,312.247,2470.624,370.539,3038.752,484.563,2382.507,513.922,2680.693,450.618
1221,307_Citrus_Abdomen,10911.381,872.068,170432,5516.078,540.365,7099.642,670.071,10992.577,901.909,12630.568,1109.742,10911.381,872.068
1222,307_Citrus_AvLeaf,9196.712,1198.074,609258,3602.465,439.665,5518.9,688.264,10384.761,1323.018,8633.148,1217.31,9196.712,1198.074
1223,308_Citrus_Leaf,3197.682,601.78,2604473,1221.508,199.378,1421.71,289.003,3804.685,646.05,3109.106,697.232,3197.682,601.78
1224,308_Citrus_Pronotum,5459.274,1225.705,20208,1430.88,301.17,2038.491,456.069,5638.727,1179.479,6902.542,1729.07,5459.274,1225.705
1225,308_Citrus_Dot,2065.627,546.245,395,1158.971,172.099,881.118,126.518,2351.628,460.985,2364.232,972.177,2065.627,546.245
1226,308_Citrus_Abdomen,5301.383,1244.821,116273,1535.553,254.658,2044.676,419.683,5364.798,1083.644,6906.527,1982.092,5301.383,1244.821
1227,308_Citrus_AvLeaf,3164.475,637.96,672940,1239.732,202.432,1426.516,306.454,3764.672,685.776,3073.82,731.315,3164.475,637.96
1228,309_Citrus_Leaf,2938.776,584.272,2730869,1837.956,289.834,1942.111,385.386,3697.182,663.35,2162.374,545.191,2938.776,584.272
1229,309_Citrus_Pronotum,4495.165,725.623,22976,1923.482,303.612,2464.223,416.673,5226.55,823.509,4197.171,721.799,4495.165,725.623
1230,309_Citrus_Dot,3266.377,587.015,3110,1890.269,211.649,2039.626,281.845,3922.62,643.997,2789.209,648.539,3266.377,587.015
1231,309_Citrus_Abdomen,3972.102,631.212,96319,2044.441,286.894,2356.82,364.24,4527.858,659.695,3856.989,780.055,3972.102,631.212
1232,309_Citrus_AvLeaf,3050.81,606.127,742257,1914.15,293.421,2039.305,394.687,3815.854,689.061,2266.111,564.009,3050.81,606.127
1233,310_Citrus_Leaf,2843.892,558.945,3013083,1804.779,304.304,1881.356,388.591,3591.723,631.09,2075.305,522.345,2843.892,558.945
1234,310_Citrus_Pronotum,5361.699,838.885,11364,2441.079,334.411,3208.36,435.598,6086.879,916.657,5122.45,927.278,5361.699,838.885
1235,310_Citrus_Dot,4184.12,276.25,1855,2202.11,271.447,2639.482,229.613,4947.457,346.055,3613.439,260.284,4184.12,276.25
1236,310_Citrus_Abdomen,4046.525,853.175,67898,2459.312,474.858,2774.955,615.176,4744.555,919.401,3496.124,858.575,4046.525,853.175
1237,310_Citrus_AvLeaf,2861.811,621.302,694146,1838.325,292.909,1907.907,399.948,3606.594,703.26,2094.516,581.6,2861.811,621.302
1238,311_Citrus_Leaf,3336.441,623.367,2416528,2072.789,316.093,2247.241,419.603,4126.11,711.111,2530.3,578.331,3336.441,623.367
1239,311_Citrus_Pronotum,4875.511,732.421,22447,2419.093,314.998,2957.242,409.661,5512.431,815.629,4715.296,804.828,4875.511,732.421
1240,311_Citrus_Dot,5354.03,480.871,3791,2298.802,289.889,3052.94,307.403,6070.908,545.53,5195.375,526.563,5354.03,480.871
1241,311_Citrus_Abdomen,5157.466,780.664,98738,2489.757,340.094,3093.541,442.852,5731.667,785.694,5183.685,1040.917,5157.466,780.664
1242,311_Citrus_AvLeaf,3353.582,745.438,491901,2125.203,337.415,2293.936,491.711,4141.839,849.176,2537.047,682.126,3353.582,745.438
1243,312_Citrus_Leaf,3450.787,564.776,1682237,2057.636,310.191,2281.318,378.225,4265.197,644.497,2626.019,534.946,3450.787,564.776
1244,312_Citrus_Pronotum,5152.241,1057.015,14526,2530.352,420.617,3187.199,601.003,5881.428,1118.503,4821.713,1186.801,5152.241,1057.015
1245,312_Citrus_Dot,3693.92,319.542,1643,1887.389,275.428,2215.993,223.872,4372.23,382.218,3281.398,326.244,3693.92,319.542
1246,312_Citrus_Abdomen,4804.433,615.604,52402,2642.896,406.623,3181.028,442.877,5439.098,661.629,4525.521,690.482,4804.433,615.604
1247,312_Citrus_AvLeaf,3773.188,631.124,319163,2132.668,300.726,2450.826,392.38,4630.214,718.091,2923.567,604.498,3773.188,631.124
1248,313_Citrus_Leaf,2980.876,606.432,3121977,1855.607,295.56,1953.855,398.373,3740.934,686.519,2208.974,568.739,2980.876,606.432
1249,313_Citrus_Pronotum,5102.427,1217.324,16697,2598.185,399.707,3291.933,686.778,5789.282,1241.376,4795.325,1447.129,5102.427,1217.324
1250,313_Citrus_Dot,3195.304,400.438,1659,2287.212,221.154,2269.399,234.346,3750.4,447.866,2786.574,439.405,3195.304,400.438
1251,313_Citrus_Abdomen,4219.856,504.05,67512,2708.782,345.969,3065.839,351.374,4803.075,518.758,3850.092,649.061,4219.856,504.05
1252,313_Citrus_AvLeaf,3194.351,679.146,509273,1959.687,274.639,2108.099,403.661,3973.485,775.642,2407.023,634.298,3194.351,679.146
1253,314_Citrus_Leaf,3048.978,571.243,3252161,1904.465,308.488,2016.734,394.749,3814.901,645.975,2269.233,537.437,3048.978,571.243
1254,314_Citrus_Pronotum,6740.957,1025.035,14261,3194.612,428.099,4162.916,584.56,7288.239,1058.234,7022.301,1221.916,6740.957,1025.035
1255,314_Citrus_Dot,4418.841,493.378,1462,2725.753,345.528,2992.015,381.048,4953.403,532.251,4254.098,559.154,4418.841,493.378
1256,314_Citrus_Abdomen,5986.238,989.176,69741,2967.256,682.801,3694.999,762.671,6503.257,972.443,6212.776,1210.584,5986.238,989.176
1257,314_Citrus_AvLeaf,3247.923,758.358,511147,2035.081,328.952,2185.313,485.532,4026.036,856.931,2453.088,707.749,3247.923,758.358
1258,315_Citrus_Leaf,3093.942,609.573,3196735,1914.02,278.475,2037.828,393.809,3865.899,690.157,2311.801,572.2,3093.942,609.573
1259,315_Citrus_Pronotum,5552.437,1100.778,19344,2438.414,423.188,3099.109,578.818,6062.21,1120.26,5867.679,1367.026,5552.437,1100.778
1260,315_Citrus_Dot,6431.432,790.931,2085,2601.767,282.691,3590.198,441.223,6924.887,873.53,6945.335,844.177,6431.432,790.931
1261,315_Citrus_Abdomen,4439.529,694.661,101789,2141.965,312.685,2529.664,398.071,4927.019,697.999,4581.734,896.605,4439.529,694.661
1262,315_Citrus_AvLeaf,3224.283,753.603,342035,1984.629,267.445,2128.122,438.499,4006.398,856.962,2435.734,705.409,3224.283,753.603
1263,316_Citrus_Leaf,3325.912,533.665,2272354,2018.719,287.281,2216.163,360.898,4126.905,606.42,2509.835,504.849,3325.912,533.665
1264,316_Citrus_Pronotum,4669.96,740.718,21922,2208.975,290.374,2644.214,396.63,5230.716,768.169,4709.388,900.276,4669.96,740.718
1265,316_Citrus_Dot,3605.201,860.127,1538,2230.925,235.402,2295.228,308.026,4107.397,927.305,3464.606,1001.317,3605.201,860.127
1266,316_Citrus_Abdomen,5411.871,683.047,103067,2535.652,346.595,3131.519,425.294,5837.01,666.266,5830.449,952.207,5411.871,683.047
1267,316_Citrus_AvLeaf,3347.536,660.711,558128,2055.16,301.325,2249.59,422.985,4147.889,746.959,2526.582,621.651,3347.536,660.711
1268,317_Citrus_Leaf,3023.272,610.047,3064504,1841.452,300.316,1977.149,411.395,3791.066,686.559,2249.288,570.741,3023.272,610.047
1269,317_Citrus_Pronotum,5006.931,1023.142,20982,2195.339,283.334,2767.327,498.892,5526.825,1070.562,5221.43,1195.843,5006.931,1023.142
1270,317_Citrus_Dot,4118.972,514.773,1470,2323.889,203.012,2592.693,240.764,4584.432,568.333,4143.068,590.356,4118.972,514.773
1271,317_Citrus_Abdomen,4350.09,645.31,95477,2107.513,268.624,2462.32,344.576,4787.996,649.423,4584.989,850.792,4350.09,645.31
1272,317_Citrus_AvLeaf,3062.584,615.57,1002338,1878.304,282.818,2015.067,397.135,3831.899,695.775,2284.908,575.838,3062.584,615.57
1273,318_Citrus_Leaf,3163.129,566.657,2328670,1912.237,285.11,2076.18,373.337,3947.549,644.438,2370.925,530.185,3163.129,566.657
1274,318_Citrus_Pronotum,3996.001,633.015,21604,1938.69,235.237,2240.32,283.447,4603.489,678.959,3834.09,765.782,3996.001,633.015
1275,318_Citrus_Dot,2966.956,1052.015,1013,1919.92,204.22,1859.265,402.77,3417.635,1101.449,2856.969,1252.187,2966.956,1052.015
1276,318_Citrus_Abdomen,4859.568,785.696,96556,2252.416,346.194,2729.997,469.689,5289.761,788.459,5208.666,1015.722,4859.568,785.696
1277,318_Citrus_AvLeaf,3236.33,593.75,594485,1949.671,271.322,2126.356,371.595,4028.877,678.29,2435.549,555.08,3236.33,593.75
1278,319_Citrus_Leaf,3524.712,568.027,3275147,2162.967,288.521,2382.259,368.3,4331.791,651.407,2702.355,533.265,3524.712,568.027
1279,319_Citrus_Pronotum,3930.861,487.552,13337,2700.431,288.214,2864.687,300.287,4504.415,532.721,3540.58,570.758,3930.861,487.552
1280,319_Citrus_Dot,3508.586,285.49,870,2941.567,250.045,2950.876,212.525,4062.467,349.145,2945.81,294.716,3508.586,285.49
1281,319_Citrus_Abdomen,4203.458,644.174,56685,2731.95,302.288,2969.023,382.747,4764.158,695.345,3908.566,722.075,4203.458,644.174
1282,319_Citrus_AvLeaf,3661.039,644.699,801034,2245.326,275.764,2491.612,381.811,4478.578,742.563,2826.665,602.6,3661.039,644.699
1283,320_Citrus_Leaf,3068.731,530.782,3099911,1908.872,293.061,2020.782,370.066,3841.805,599.188,2279.949,499.99,3068.731,530.782
1284,320_Citrus_Pronotum,5118.082,1097.954,15351,2489.072,344.44,3189.25,598.514,5901.015,1159.214,4666.983,1230.903,5118.082,1097.954
1285,320_Citrus_Dot,4663.088,472.92,1377,2523.614,225.383,3006.746,261.338,5370.86,531.949,4248.589,507.478,4663.088,472.92
1286,320_Citrus_Abdomen,4370.963,629.563,63576,2448.687,323.541,2913.429,409.664,5052.094,658.218,3932.288,727.937,4370.963,629.563
1287,320_Citrus_AvLeaf,3308.145,691.405,541458,2038.228,291.295,2198.72,432.284,4100.052,781.182,2503.319,649.57,3308.145,691.405
1288,321_Citrus_Leaf,3044.996,501.111,2343896,1910.76,266.063,2016.22,334.835,3812.336,571.186,2260.71,471.454,3044.996,501.111
1289,321_Citrus_Pronotum,5016.698,955.408,14677,2579.786,307.928,3224.315,495.601,5796.158,1039.845,4510.937,1024.635,5016.698,955.408
1290,321_Citrus_Dot,4886.449,458.72,660,3058.11,308.125,3469.955,298.884,5507.235,501.277,4539.973,528.821,4886.449,458.72
1291,321_Citrus_Abdomen,4781.305,556.35,54728,3061.44,336.956,3557.826,405.156,5490.857,599.427,4176.1,631.486,4781.305,556.35
1292,321_Citrus_AvLeaf,3195.114,525.696,398896,2003.616,241.022,2143.62,317.225,3973.972,604.783,2395.844,495.072,3195.114,525.696
1293,322_Citrus_Leaf,3165.411,589.377,2824394,1911.591,289.92,2071.914,390.874,3951.687,665.364,2370.909,555.772,3165.411,589.377
1294,322_Citrus_Pronotum,5778.465,797.803,20215,3128.756,433.628,3866.959,499.568,6427.197,873.936,5584.924,844.574,5778.465,797.803
1295,322_Citrus_Dot,4326.584,367.533,1545,2637.555,255.219,3036.223,275.287,5114.187,405.649,3600.564,418.526,4326.584,367.533
1296,322_Citrus_Abdomen,4132.243,310.701,83811,2366.374,268.022,2701.128,243.365,4807.276,361.069,3693.412,385.784,4132.243,310.701
1297,322_Citrus_AvLeaf,3541.52,678.692,405536,2059.014,272.439,2315.239,404.044,4367.155,770.367,2719.098,643.065,3541.52,678.692
1298,323_Citrus_Leaf,2939.676,551.76,2950238,1813.384,291.001,1921.919,380.081,3699.754,622.147,2168.648,516.538,2939.676,551.76
1299,323_Citrus_Pronotum,4279.798,733.594,17808,2243.067,333.025,2709.41,426.881,5041.467,803.546,3728.655,785.304,4279.798,733.594
1300,323_Citrus_Dot,3405.518,355.206,2676,2279.842,312.664,2447.916,280.183,4093.524,407.003,2754.242,361.251,3405.518,355.206
1301,323_Citrus_Abdomen,3835.932,512.613,53911,2135.182,323.508,2413.59,373.968,4401.969,548.537,3622.586,583.087,3835.932,512.613
1302,323_Citrus_AvLeaf,3218.909,757.009,605848,1967.275,322.359,2141.294,482.373,3999.419,852.674,2429.65,705.754,3218.909,757.009
1303,324_Citrus_Leaf,3100.548,609.141,1757929,1871.663,296.733,2013.145,408.396,3885.142,686.871,2305.708,568.524,3100.548,609.141
1304,324_Citrus_Pronotum,3210.722,681.739,16022,2213.742,400.275,2161.474,466.167,3610.321,689.447,3171.545,805.86,3210.722,681.739
1305,324_Citrus_Dot,2160.254,585.426,842,2051.036,262.14,1716.097,319.049,2586.314,578.388,1822.927,752.031,2160.254,585.426
1306,324_Citrus_Abdomen,4176.569,804.649,110028,2530.422,514.907,2754.435,608.832,4585.938,781.967,4271.468,1003.808,4176.569,804.649
1307,324_Citrus_AvLeaf,3351.578,707.725,446598,1986.033,311.028,2195.976,456.065,4160.77,797.021,2533.926,662.68,3351.578,707.725
1308,325_Citrus_Leaf,3226.242,628.78,2779066,1932.43,316.202,2109.951,432.147,4013.12,703.913,2438.596,593.879,3226.242,628.78
1309,325_Citrus_Pronotum,3944.993,623.031,21647,1953.053,236.219,2257.484,331.214,4559.076,705.053,3738.62,646.952,3944.993,623.031
1310,325_Citrus_Dot,1881.65,542.64,3118,1977.405,235.679,1640.904,255.606,2321.69,579.369,1436.854,634.421,1881.65,542.64
1311,325_Citrus_Abdomen,5071.051,1048.21,166761,2396.781,356.062,2978.124,542.85,5599.67,1048.738,5203.962,1323.314,5071.051,1048.21
1312,325_Citrus_AvLeaf,3384.818,700.71,677277,2027.875,326.186,2243.587,467.559,4183.843,785.356,2581.959,659.566,3384.818,700.71
1313,326_Citrus_Leaf,3445.647,626.737,1959868,2093.594,302.843,2300.998,405.142,4251.052,711.178,2629.587,590.344,3445.647,626.737
1314,326_Citrus_Pronotum,5761.193,914.288,25669,2561.995,485.447,3246.735,555.886,6257.154,967.007,6127.281,1053.882,5761.193,914.288
1315,326_Citrus_Dot,5285.121,1100.751,1031,2544.975,269.855,3108.317,488.14,5774.378,1179.87,5523.459,1260.528,5285.121,1100.751
1316,326_Citrus_Abdomen,5897.646,1584.003,147117,2797.713,695.207,3451.868,965.141,6270.362,1515.533,6484.712,2040.927,5897.646,1584.003
1317,326_Citrus_AvLeaf,3734.697,745.01,371859,2216.487,296.36,2499.754,440.031,4571.159,847.296,2891.32,702.765,3734.697,745.01
1318,327_Citrus_Leaf,3457.221,677.435,1942361,2079.305,335.255,2302.285,456.344,4268.875,761.579,2635.027,637.005,3457.221,677.435
1319,327_Citrus_Pronotum,5503.589,1140.829,29182,2536.312,639.865,3233.826,783.972,6202.393,1227.393,5360.429,1183.727,5503.589,1140.829
1320,327_Citrus_Dot,5119.648,939.398,1404,2450.566,395.532,3086.078,543.11,5903.133,1065.965,4706.774,905.747,5119.648,939.398
1321,327_Citrus_Abdomen,5909.364,1397.623,189841,2871.963,649.449,3600.778,886.941,6452.781,1389.47,6093.653,1684.593,5909.364,1397.623
1322,327_Citrus_AvLeaf,3766.284,783.063,453235,2186.823,322.677,2488.796,481.365,4612.696,880.297,2921.019,745.872,3766.284,783.063
1323,328_Citrus_Leaf,3294.015,630.312,2391106,2005.455,292.931,2180.722,405.292,4084.359,712.73,2498.165,594.857,3294.015,630.312
1324,328_Citrus_Pronotum,4632.484,850.784,24708,2159.792,274.056,2566.461,383.603,5122.444,879.982,4829.8,1079.832,4632.484,850.784
1325,328_Citrus_Dot,1841.251,538.265,1585,1855.837,286.335,1451.665,274.301,2263.358,526.613,1488.612,739.218,1841.251,538.265
1326,328_Citrus_Abdomen,4162.861,591.585,151171,2272.652,305.097,2604.037,345.355,4778.85,620.324,3899.928,719.193,4162.861,591.585
1327,328_Citrus_AvLeaf,3530.314,697.954,732685,2093.43,277.289,2330.793,413.115,4347.677,790.218,2713.537,665.37,3530.314,697.954
1328,329_Citrus_Leaf,3200.358,550.89,2657607,1942.31,281.292,2101.959,363.066,3978.959,626.231,2421.625,517.696,3200.358,550.89
1329,329_Citrus_Pronotum,6034.478,765.1,16284,3037.974,403.587,3864.103,470.531,6742.885,840.216,5823.931,814.923,6034.478,765.1
1330,329_Citrus_Dot,4501.526,308.749,1975,2624.595,241.476,3073.969,209.557,5314.795,376.184,3777.035,311.526,4501.526,308.749
1331,329_Citrus_Abdomen,5269.413,954.395,81386,3119.315,714.399,3681.388,787.212,5987.084,986.157,4797.839,1003.455,5269.413,954.395
1332,329_Citrus_AvLeaf,3419.443,678.231,407598,2046.089,262.681,2250.536,389.983,4217.871,773.776,2626.805,639.307,3419.443,678.231
1333,330_Citrus_Leaf,3162.992,561.317,2133723,1891.788,273.669,2063.102,367.113,3945.55,636.372,2378.987,529.302,3162.992,561.317
1334,330_Citrus_Pronotum,5988.946,941.344,13582,2678.608,341.622,3477.28,533.74,6483.162,969.272,6357.467,1107.474,5988.946,941.344
1335,330_Citrus_Dot,4358.437,268.696,1915,2766.23,280.98,3045.148,223.986,4983.706,318.727,3961.63,302.516,4358.437,268.696
1336,330_Citrus_Abdomen,3879.951,664.753,73895,2480.777,317.187,2653.34,386.742,4465.753,726.669,3532.482,717.613,3879.951,664.753
1337,330_Citrus_AvLeaf,3305.157,588.649,436332,1940.961,247.678,2144.506,344.374,4103.388,671.05,2512.916,560.551,3305.157,588.649
1338,331_Citrus_Leaf,3259.034,595.558,1984178,1932.311,292.264,2113.761,392.346,4053.887,671.999,2468.935,563.795,3259.034,595.558
1339,331_Citrus_Pronotum,4979.254,927.154,27555,2227.722,400.951,2799.317,528.912,5598.96,1014.561,4965.9,998.809,4979.254,927.154
1340,331_Citrus_Dot,5429.506,377.376,2258,2417.23,263.715,3147.292,254.582,6088.144,440.292,5378.229,410.127,5429.506,377.376
1341,331_Citrus_Abdomen,4428.45,661.428,107811,2114.77,268.119,2551.347,341.249,5001.058,704.629,4388.076,777.67,4428.45,661.428
1342,331_Citrus_AvLeaf,3448.175,697.435,464843,2007.528,296.919,2240.839,433.621,4263.657,784.352,2640.845,664.788,3448.175,697.435
1343,332_Citrus_Leaf,3082.781,547.404,2526309,1873.185,281.421,2012.618,367.692,3854.708,619.402,2308.055,515.062,3082.781,547.404
1344,332_Citrus_Pronotum,5767.257,893.642,16857,2844.034,484.356,3625.081,666.97,6395.449,953.763,5711.186,926.073,5767.257,893.642
1345,332_Citrus_Dot,4436.284,235.382,1614,2844.355,269.52,3270.691,197.984,5167.721,299.808,3769.811,254.917,4436.284,235.382
1346,332_Citrus_Abdomen,5018.313,757.541,99544,2632.385,463.682,3171.081,579.482,5622.879,800.852,4890.168,827.793,5018.313,757.541
1347,332_Citrus_AvLeaf,3303.04,600.74,671718,1978.827,263.139,2172.896,365.873,4094.421,683.991,2511.89,567.746,3303.04,600.74
1348,400_Citrus_Leaf,6353.736541,1611.831818,5368581,2372.728426,511.7056685,3592.14112,894.1634066,7597.066167,1821.839708,5324.718553,1519.438871,6353.736541,1611.831818
1349,400_Citrus_Pronotum,5629.060079,655.7415716,39662,2631.255547,417.3036151,3365.201803,461.6825408,6448.211535,730.7521462,5234.762853,680.7474339,5629.060079,655.7415716
1350,400_Citrus_Dot,2265.467619,364.2810816,204,2221.61684,255.9803654,1789.136891,217.1530405,2693.620094,415.359978,1930.431662,428.0511585,2265.467619,364.2810816
1351,400_Citrus_Abdomen,7384.154749,1730.070261,211739,3249.8604,726.7349818,4375.349642,1057.918398,7944.399374,1753.188912,7818.262586,2028.272664,7384.154749,1730.070261
1352,400_Citrus_AvLeaf,7145.953767,1942.29448,1582815,2751.056213,618.5397769,4155.614523,1110.868188,8448.262403,2181.495395,6085.775525,1827.362998,7145.953767,1942.29448
1353,401_Citrus_Leaf,5383.655424,1901.281432,3638655,2149.118484,512.3416857,3093.293942,1030.336355,6486.120124,2145.870176,4452.273774,1783.219933,5383.655424,1901.281432
1354,401_Citrus_Pronotum,4440.683384,694.8447988,96741,2759.344359,433.3938338,2853.862017,468.8583612,4678.210732,704.1132828,4939.624867,864.6647268,4440.683384,694.8447988
1355,401_Citrus_Dot,1648.834648,356.2965593,11997,2042.090064,368.0758202,1512.620151,340.6037448,2060.648265,377.4817311,1214.874854,373.7974189,1648.834648,356.2965593
1356,401_Citrus_Abdomen,5937.526377,1811.00946,519975,4129.426344,1166.735989,4445.782728,1414.859887,6143.876301,1762.650069,6452.746557,2112.116571,5937.526377,1811.00946
1357,401_Citrus_AvLeaf,5828.703675,1885.858818,1008205,2347.775843,575.6022935,3400.931878,1072.485125,6968.376461,2113.740921,4875.1033,1774.988475,5828.703675,1885.858818
1358,402_Citrus_Leaf,5924.22867,1380.305248,5650926,2149.518902,460.9925884,3297.81,779.0804077,7116.061549,1552.982109,4945.344827,1318.29223,5924.22867,1380.305248
1359,402_Citrus_Pronotum,6404.65042,839.5526323,19232,2384.958436,294.4228687,3322.773854,459.4258431,6925.468075,929.6032928,6961.299008,940.5011079,6404.65042,839.5526323
1360,402_Citrus_Dot,2191.66184,742.733517,784,2022.205369,275.7499811,1702.852265,415.3125307,2609.530563,799.5752993,1895.698505,829.8918558,2191.66184,742.733517
1361,402_Citrus_Abdomen,5083.403086,722.9087208,147830,2217.944979,342.5612753,2816.828319,440.6955469,5729.950359,777.9682787,5055.610151,893.644566,5083.403086,722.9087208
1362,402_Citrus_AvLeaf,6121.028375,1563.817665,1774103,2335.916499,509.1834229,3498.093938,895.4203679,7310.664324,1753.213422,5142.435507,1480.947937,6121.028375,1563.817665
1363,403_Citrus_Leaf,5347.368301,1612.692096,4610389,2154.266389,464.8086259,3075.738754,876.9406775,6438.825481,1823.815064,4425.234622,1514.77848,5347.368301,1612.692096
1364,403_Citrus_Pronotum,4487.500868,782.9739731,104950,3018.709739,505.278651,3196.132316,572.4728006,4896.355579,789.0644683,4517.689303,945.5556259,4487.500868,782.9739731
1365,403_Citrus_Dot,1638.14956,258.6511132,13200,2084.966862,279.0432459,1529.40196,233.8961844,2054.004786,294.1767848,1176.185153,271.7647322,1638.14956,258.6511132
1366,403_Citrus_Abdomen,5654.848429,1201.122138,365828,4098.320811,757.7271386,4522.755028,949.498146,6075.125039,1213.190408,5587.441225,1335.385527,5654.848429,1201.122138
1367,403_Citrus_AvLeaf,5715.985441,1559.908306,1131508,2357.594231,480.5772644,3364.011229,873.9287544,6828.98463,1755.789931,4780.252856,1469.819504,5715.985441,1559.908306
1368,404_Citrus_Leaf,5731.647978,1492.185355,5831538,2179.813046,500.8874784,3238.633992,841.4751671,6895.234027,1682.504958,4760.192461,1406.838338,5731.647978,1492.185355
1369,404_Citrus_Pronotum,6520.796069,1093.638053,18076,2352.530407,391.8988413,3404.619795,587.1335044,7229.314287,1145.187425,6705.925956,1282.873249,6520.796069,1093.638053
1370,404_Citrus_Dot,2278.366807,591.1346128,475,2160.654806,228.3012649,1803.93974,250.2849151,2725.615854,616.6977191,1907.343747,739.2439094,2278.366807,591.1346128
1371,404_Citrus_Abdomen,6337.902564,1361.569184,107726,2549.906099,527.8050621,3597.616897,767.9510574,7123.758307,1377.172937,6215.968667,1650.914139,6337.902564,1361.569184
1372,404_Citrus_AvLeaf,6261.895923,1733.377813,1051611,2491.461986,579.1885653,3648.796324,997.8813258,7453.764191,1947.136533,5276.848251,1626.446909,6261.895923,1733.377813
1373,405_Citrus_Leaf,6007.522934,1632.675421,6587547,2226.587538,543.3701489,3362.298537,927.8803121,7207.573182,1834.405193,5018.48536,1543.826017,6007.522934,1632.675421
1374,405_Citrus_Pronotum,7333.774849,1108.735941,24594,2902.47778,499.194054,4025.599636,701.938897,7982.697372,1211.493379,7704.098978,1181.52868,7333.774849,1108.735941
1375,405_Citrus_Dot,4521.868798,559.8978138,1493,2337.53305,405.076488,2769.319049,460.8648606,5122.412926,619.8030951,4366.085746,572.5570786,4521.868798,559.8978138
1376,405_Citrus_Abdomen,5686.513892,1049.871814,156648,2694.550626,543.9999402,3342.289194,663.0848339,6366.809856,1113.790721,5605.130629,1166.772426,5686.513892,1049.871814
1377,405_Citrus_AvLeaf,6496.389197,1877.166518,1154064,2527.899774,638.3243347,3755.825858,1095.437448,7720.460839,2100.049218,5493.193769,1769.129121,6496.389197,1877.166518
1378,406_Citrus_Leaf,6011.3161,1518.149076,6619496,2266.705378,485.7859206,3398.565082,842.526414,7210.808317,1711.361198,5010.093014,1441.569266,6011.3161,1518.149076
1379,406_Citrus_Pronotum,5252.056557,829.0791563,9068,2364.314387,338.6983147,3112.032955,455.9383981,6216.931376,916.0740508,4516.357763,891.1970959,5252.056557,829.0791563
1380,406_Citrus_Dot,5260.43632,530.6484947,1272,2439.242191,297.5676967,3165.782206,367.1515146,6193.348672,630.8929934,4577.778279,493.60595,5260.43632,530.6484947
1381,406_Citrus_Abdomen,6400.884451,1054.668517,89562,2789.847035,390.4804017,3773.235492,570.2661716,7161.415701,1083.749084,6275.726822,1299.232489,6400.884451,1054.668517
1382,406_Citrus_AvLeaf,7181.600154,1700.671522,927913,2795.759406,531.0382313,4210.697608,958.5170071,8469.512586,1912.968551,6140.139233,1607.093113,7181.600154,1700.671522
1383,407_Citrus_Leaf,6014.09852,1774.158343,6142180,2269.607203,540.5684621,3422.246416,984.5400381,7214.389674,1993.747975,5009.130436,1681.459741,6014.09852,1774.158343
1384,407_Citrus_Pronotum,8678.440787,1434.388334,20813,3029.608209,528.6066207,4329.300623,796.9656956,8899.496437,1491.587544,10340.09257,1662.66037,8678.440787,1434.388334
1385,407_Citrus_Dot,6750.890765,580.1723112,2732,2619.074556,300.2034489,3597.161821,364.9086447,7320.443719,683.7539176,7229.441556,590.0532853,6750.890765,580.1723112
1386,407_Citrus_Abdomen,7110.794043,1856.64941,184682,3205.66838,817.9879474,4100.957415,1101.906407,7625.16692,1838.705534,7629.439278,2278.874114,7110.794043,1856.64941
1387,407_Citrus_AvLeaf,6980.306583,2012.638373,790069,2656.35709,587.7997988,4053.863506,1121.591811,8266.947309,2262.782125,5931.283644,1893.012946,6980.306583,2012.638373
1388,408_Citrus_Leaf,3491.5272,531.1694324,4694062,1777.591328,331.2635655,2099.180814,380.3598972,4343.541706,602.5449771,2681.786898,504.5377123,3491.5272,531.1694324
1389,408_Citrus_Pronotum,3994.800808,412.8036543,17564,2085.15154,286.7160182,2507.488112,303.2616397,4723.644116,489.2858173,3476.955231,411.6645249,3994.800808,412.8036543
